t;w;x;y;z;ax;ay;az
5195;0.26;0.29;-0.69;-0.61;6;8101;-1008
5215;0.26;0.29;-0.69;-0.61;0;8100;-1009
5233;0.26;0.29;-0.69;-0.61;-1;8104;-1013
5249;0.26;0.29;-0.69;-0.61;-1;8104;-1015
5266;0.26;0.29;-0.69;-0.61;-4;8103;-1021
5285;0.26;0.29;-0.69;-0.61;1;8101;-1022
5304;0.26;0.29;-0.69;-0.61;10;8100;-1026
5320;0.26;0.29;-0.69;-0.61;13;8102;-1030
5336;0.26;0.29;-0.69;-0.61;13;8099;-1029
5355;0.26;0.29;-0.69;-0.61;9;8101;-1021
5374;0.26;0.29;-0.69;-0.61;10;8104;-1024
5391;0.26;0.29;-0.69;-0.61;7;8104;-1020
5411;0.26;0.29;-0.69;-0.61;10;8104;-1019
5430;0.26;0.29;-0.69;-0.61;12;8103;-1018
5447;0.26;0.29;-0.69;-0.61;12;8106;-1020
5463;0.26;0.29;-0.69;-0.61;9;8108;-1015
5481;0.26;0.29;-0.69;-0.61;9;8105;-1020
5500;0.26;0.29;-0.69;-0.61;10;8104;-1019
5518;0.26;0.29;-0.69;-0.61;8;8108;-1021
5534;0.26;0.29;-0.69;-0.61;6;8109;-1017
5551;0.26;0.29;-0.69;-0.61;7;8107;-1019
5571;0.26;0.29;-0.69;-0.61;10;8108;-1026
5588;0.26;0.29;-0.69;-0.61;10;8106;-1019
5605;0.26;0.29;-0.69;-0.61;10;8108;-1012
5626;0.26;0.29;-0.69;-0.61;-7078;10920;4277
5648;0.26;0.29;-0.69;-0.61;11;8098;-1021
5665;0.26;0.29;-0.69;-0.61;12;8099;-1022
5684;0.26;0.29;-0.69;-0.61;14;8097;-1020
5701;0.26;0.29;-0.69;-0.61;16;8096;-1013
5718;0.26;0.29;-0.69;-0.61;12;8096;-1008
5736;0.26;0.29;-0.69;-0.61;10;8098;-1008
5754;0.26;0.29;-0.69;-0.61;7;8103;-1017
5772;0.26;0.29;-0.69;-0.61;5;8101;-1014
5789;0.26;0.29;-0.69;-0.61;6;8105;-1018
5806;0.26;0.29;-0.69;-0.61;4;8108;-1013
5824;0.26;0.29;-0.69;-0.61;5;8105;-1012
5844;0.26;0.29;-0.69;-0.61;10;8104;-1015
5862;0.26;0.29;-0.69;-0.61;13;8102;-1018
5881;0.26;0.29;-0.69;-0.61;13;8102;-1017
5899;0.26;0.29;-0.69;-0.61;12;8107;-1024
5915;0.26;0.29;-0.69;-0.61;13;8106;-1029
5932;0.26;0.29;-0.69;-0.61;10;8108;-1026
5952;0.26;0.29;-0.69;-0.61;11;8112;-1021
5969;0.26;0.29;-0.69;-0.61;6;8109;-1014
5986;0.26;0.29;-0.69;-0.61;6;8106;-1012
6003;0.26;0.29;-0.69;-0.61;10;8102;-1015
6023;0.26;0.29;-0.69;-0.61;9;8101;-1018
6040;0.26;0.29;-0.69;-0.61;4;8106;-1020
6056;0.26;0.29;-0.69;-0.61;-1;8108;-1016
6078;0.26;0.29;-0.69;-0.61;-5;8106;-1011
6096;0.26;0.29;-0.69;-0.61;-5;8104;-1008
6113;0.26;0.29;-0.69;-0.61;-4;8100;-1017
6129;0.26;0.29;-0.69;-0.61;3;8101;-1015
6148;0.26;0.29;-0.69;-0.61;6;8105;-1018
6167;0.26;0.29;-0.69;-0.61;7;8105;-1022
6183;0.26;0.29;-0.69;-0.61;7;8105;-1019
6208;0.26;0.29;-0.69;-0.61;13;8100;-1023
6226;0.26;0.29;-0.69;-0.61;14;8100;-1021
6246;0.26;0.29;-0.69;-0.61;13;8103;-1020
6262;0.26;0.29;-0.69;-0.61;9;8101;-1020
6278;0.26;0.29;-0.69;-0.61;6;8103;-1021
6301;0.26;0.29;-0.69;-0.61;6;8107;-1030
6318;0.26;0.29;-0.69;-0.61;11;8106;-1027
6335;0.26;0.29;-0.69;-0.61;13;8108;-1020
6352;0.26;0.29;-0.69;-0.61;13;8109;-1017
6372;0.26;0.29;-0.69;-0.61;14;8110;-1018
6389;0.26;0.29;-0.69;-0.61;15;8108;-1013
6406;0.26;0.29;-0.69;-0.61;11;8107;-1018
6423;0.26;0.29;-0.69;-0.61;9;8104;-1017
6442;0.26;0.29;-0.69;-0.61;5;8105;-1016
6460;0.26;0.29;-0.69;-0.61;8;8106;-1016
6476;0.26;0.29;-0.69;-0.61;6;8107;-1013
6494;0.26;0.29;-0.69;-0.61;8;8104;-1013
6515;0.26;0.29;-0.69;-0.61;10;8104;-1014
6532;0.26;0.29;-0.69;-0.61;12;8102;-1008
6550;0.26;0.29;-0.69;-0.61;12;8100;-1011
6567;0.26;0.29;-0.69;-0.61;10;8097;-1000
6586;0.26;0.29;-0.69;-0.61;11;8099;-999
6603;0.26;0.29;-0.69;-0.61;13;8101;-1007
6622;0.26;0.29;-0.69;-0.61;8;8100;-1010
6640;0.26;0.29;-0.69;-0.61;5;8101;-1008
6663;0.26;0.29;-0.69;-0.61;10;8099;-1011
6679;0.26;0.29;-0.69;-0.61;8;8101;-1011
6696;0.26;0.29;-0.69;-0.61;10;8100;-1010
6714;0.26;0.29;-0.69;-0.61;12;8101;-1016
6734;0.26;0.29;-0.69;-0.61;13;8101;-1014
6758;0.26;0.29;-0.69;-0.61;10;8102;-1019
6775;0.26;0.29;-0.69;-0.61;9;8101;-1015
6792;0.26;0.29;-0.69;-0.61;10;8100;-1023
6809;0.26;0.29;-0.69;-0.61;9;8097;-1024
6828;0.26;0.29;-0.69;-0.61;9;8099;-1017
6846;0.26;0.29;-0.69;-0.61;7;8100;-1016
6863;0.26;0.29;-0.69;-0.61;4;8097;-1016
6883;0.26;0.29;-0.69;-0.61;4;8096;-1010
6902;0.26;0.29;-0.69;-0.61;1;8099;-1016
6919;0.26;0.29;-0.69;-0.61;7;8100;-1019
6936;0.26;0.29;-0.69;-0.61;13;8102;-1018
6953;0.26;0.29;-0.69;-0.61;12;8103;-1021
6976;0.26;0.29;-0.69;-0.61;13;8104;-1018
6993;0.26;0.29;-0.69;-0.61;13;8102;-1012
7010;0.26;0.29;-0.69;-0.61;12;8098;-1012
7027;0.26;0.29;-0.69;-0.61;12;8098;-1015
7047;0.26;0.29;-0.69;-0.61;9;8097;-1008
7064;0.26;0.29;-0.69;-0.61;10;8096;-1006
7080;0.26;0.29;-0.69;-0.61;12;8094;-1010
7099;0.26;0.29;-0.69;-0.61;15;8099;-1014
7117;0.26;0.29;-0.69;-0.61;12;8099;-1021
7135;0.26;0.29;-0.69;-0.61;9;8094;-1019
7151;0.26;0.29;-0.69;-0.61;11;8093;-1025
7169;0.26;0.29;-0.69;-0.61;6;8098;-1017
7192;0.26;0.29;-0.69;-0.61;5;8098;-1018
7208;0.26;0.29;-0.69;-0.61;3;8101;-1010
7225;0.26;0.29;-0.69;-0.61;5;8102;-1007
7244;0.26;0.29;-0.69;-0.61;10;8102;-1008
7263;0.26;0.29;-0.69;-0.61;9;8099;-1014
7279;0.26;0.29;-0.69;-0.61;7;8100;-1013
7295;0.26;0.29;-0.69;-0.61;-19862;11328;-7827
7317;0.26;0.29;-0.69;-0.61;15;8095;-1020
7335;0.26;0.29;-0.69;-0.61;14;8091;-1014
7352;0.26;0.29;-0.69;-0.61;11;8093;-1010
7368;0.26;0.29;-0.69;-0.61;8;8098;-1009
7388;0.26;0.29;-0.69;-0.61;9;8096;-1018
7409;0.26;0.29;-0.69;-0.61;13;8101;-1017
7425;0.26;0.29;-0.69;-0.61;15;8103;-1018
7444;0.26;0.29;-0.69;-0.61;14;8105;-1018
7462;0.26;0.29;-0.69;-0.61;13;8109;-1015
7480;0.26;0.29;-0.69;-0.61;14;8110;-1011
7496;0.26;0.29;-0.69;-0.61;15;8101;-1012
7515;0.26;0.29;-0.69;-0.61;16;8098;-1014
7533;0.26;0.29;-0.69;-0.61;12;8099;-1017
7550;0.26;0.29;-0.69;-0.61;12;8101;-1021
7567;0.26;0.29;-0.69;-0.61;7;8103;-1021
7585;0.26;0.29;-0.69;-0.61;4;8103;-1024
7604;0.26;0.29;-0.69;-0.61;1;8102;-1028
7621;0.26;0.29;-0.69;-0.61;6;8104;-1031
7643;0.26;0.29;-0.69;-0.61;2;8102;-1030
7660;0.26;0.29;-0.69;-0.61;4;8105;-1021
7677;0.26;0.29;-0.69;-0.61;5;8105;-1021
7695;0.26;0.29;-0.69;-0.61;7;8105;-1020
7713;0.26;0.29;-0.69;-0.61;13;8104;-1020
7731;0.26;0.29;-0.69;-0.61;15;8106;-1018
7748;0.26;0.29;-0.69;-0.61;17;8108;-1016
7765;0.26;0.29;-0.69;-0.61;13;8109;-1014
7784;0.26;0.29;-0.69;-0.61;18;8108;-1014
7801;0.26;0.29;-0.69;-0.61;15;8107;-1023
7819;0.26;0.29;-0.69;-0.61;9;8102;-1014
7836;0.26;0.29;-0.69;-0.61;12;8101;-1010
7867;0.26;0.29;-0.69;-0.61;15;8095;-1017
7883;0.26;0.29;-0.69;-0.61;17;8097;-1011
8907;0.26;0.30;-0.69;-0.61;11;8104;-1020
8926;0.26;0.30;-0.69;-0.61;13;8102;-1020
8943;0.26;0.30;-0.69;-0.61;15;8099;-1019
8959;0.26;0.30;-0.69;-0.61;16;8102;-1016
8978;0.26;0.30;-0.69;-0.61;17;8104;-1017
8996;0.26;0.30;-0.69;-0.61;16;8099;-1009
9014;0.26;0.30;-0.69;-0.61;14;8095;-1005
9030;0.26;0.30;-0.69;-0.61;7;8095;-1005
9048;0.26;0.30;-0.69;-0.61;3;8099;-1010
9067;0.26;0.30;-0.69;-0.61;4;8103;-1010
9087;0.26;0.30;-0.69;-0.61;4;8105;-1009
9104;0.26;0.30;-0.69;-0.61;4;8104;-1010
9123;0.26;0.30;-0.69;-0.61;10;8104;-1014
9142;0.26;0.30;-0.69;-0.61;13;8105;-1013
9158;0.26;0.30;-0.69;-0.61;14;8103;-1018
9174;0.26;0.30;-0.69;-0.61;14;8111;-1020
9194;0.26;0.30;-0.69;-0.61;12;8108;-1017
9213;0.26;0.30;-0.69;-0.61;11;8102;-1012
9230;0.26;0.30;-0.69;-0.61;12;8102;-1016
9246;0.26;0.30;-0.69;-0.61;10;8099;-1017
9265;0.26;0.30;-0.69;-0.61;8;8101;-1015
9284;0.26;0.30;-0.69;-0.61;8;8102;-1011
9300;0.26;0.30;-0.69;-0.61;9;8104;-1016
9315;0.26;0.30;-0.69;-0.61;10;8105;-1017
9333;0.26;0.30;-0.69;-0.61;10;8106;-1019
9352;0.26;0.30;-0.69;-0.61;12;8107;-1019
9368;0.26;0.30;-0.69;-0.61;9;8109;-1019
9384;0.26;0.30;-0.69;-0.61;6;8110;-1019
9404;0.26;0.30;-0.69;-0.61;4;8107;-1015
9422;0.26;0.30;-0.69;-0.61;10;8103;-1019
9446;0.26;0.29;-0.69;-0.61;17;8104;-1013
9462;0.26;0.29;-0.69;-0.61;12;8104;-1006
9482;0.26;0.29;-0.69;-0.61;8;8101;-997
9500;0.26;0.29;-0.69;-0.61;5;8101;-995
9516;0.26;0.29;-0.69;-0.61;4;8100;-1005
9537;0.26;0.29;-0.69;-0.61;6;8099;-1011
9556;0.26;0.29;-0.69;-0.61;12;8096;-1015
9574;0.26;0.29;-0.69;-0.61;12;8099;-1009
9589;0.26;0.29;-0.69;-0.61;8;8097;-1016
9608;0.26;0.29;-0.69;-0.61;4;8095;-1014
9625;0.26;0.29;-0.69;-0.61;4;8095;-1019
9642;0.26;0.30;-0.69;-0.61;4;8098;-1022
9660;0.26;0.30;-0.69;-0.61;4;8103;-1025
9677;0.26;0.30;-0.69;-0.61;10;8104;-1020
9696;0.26;0.29;-0.69;-0.61;13;8104;-1021
9713;0.26;0.30;-0.69;-0.61;9;8102;-1019
9730;0.26;0.30;-0.69;-0.61;12;8101;-1021
9751;0.26;0.30;-0.69;-0.61;12;8101;-1018
9768;0.26;0.30;-0.69;-0.61;15;8102;-1017
9788;0.26;0.30;-0.69;-0.61;11;8106;-1010
9806;0.26;0.30;-0.69;-0.61;13;8107;-1015
9824;0.26;0.30;-0.69;-0.61;13;8105;-1010
9845;0.26;0.30;-0.69;-0.61;11;8102;-1011
9864;0.26;0.30;-0.69;-0.61;11;8100;-1010
9881;0.26;0.30;-0.69;-0.61;5;8100;-1009
9897;0.26;0.30;-0.69;-0.61;-1;8098;-1018
9915;0.26;0.30;-0.69;-0.61;3;8102;-1018
9934;0.26;0.30;-0.69;-0.61;6;8100;-1011
9952;0.26;0.30;-0.69;-0.61;7;8102;-1015
9969;0.26;0.30;-0.69;-0.61;9;8104;-1012
9996;0.26;0.30;-0.69;-0.61;5;8106;-1015
10014;0.26;0.30;-0.69;-0.61;7;8106;-1014
10029;0.26;0.30;-0.69;-0.61;8;8108;-1016
10048;0.26;0.30;-0.69;-0.61;10;8105;-1013
10066;0.26;0.30;-0.69;-0.61;9;8102;-1009
10085;0.26;0.30;-0.69;-0.61;11;8101;-1005
10101;0.26;0.30;-0.69;-0.61;14;8100;-1007
10119;0.26;0.30;-0.69;-0.61;15;8101;-1006
10137;0.26;0.30;-0.69;-0.61;16;8100;-1005
10155;0.26;0.30;-0.69;-0.61;15;8097;-1013
10172;0.26;0.30;-0.69;-0.61;12;8097;-1020
10189;0.26;0.30;-0.69;-0.61;11;8098;-1018
10211;0.26;0.30;-0.69;-0.61;14;8100;-1015
10228;0.26;0.30;-0.69;-0.61;18;8103;-1012
10247;0.26;0.30;-0.69;-0.61;17;8100;-1005
10264;0.26;0.30;-0.69;-0.61;12;8098;-1001
10281;0.26;0.30;-0.69;-0.61;8;8097;-1002
10299;0.26;0.30;-0.69;-0.61;9;8098;-1003
10317;0.26;0.30;-0.69;-0.61;10;8100;-1006
10335;0.26;0.30;-0.69;-0.61;9;8101;-1016
10352;0.26;0.30;-0.69;-0.61;10;8104;-1019
10369;0.26;0.30;-0.69;-0.61;9;8104;-1016
10388;0.26;0.30;-0.69;-0.61;12;8105;-1013
10405;0.26;0.30;-0.69;-0.61;13;8105;-1018
10426;0.26;0.30;-0.69;-0.61;10;8104;-1022
10444;0.26;0.30;-0.69;-0.61;13;8102;-1022
10463;0.26;0.30;-0.69;-0.61;18;8105;-1022
10479;0.26;0.30;-0.69;-0.61;14;8113;-1024
10496;0.26;0.30;-0.69;-0.61;9;8114;-1027
10515;0.26;0.30;-0.69;-0.61;4;8113;-1022
10533;0.26;0.30;-0.69;-0.61;7;8112;-1014
10556;0.26;0.29;-0.69;-0.61;13;8105;-1008
10573;0.26;0.29;-0.69;-0.61;14;8104;-1009
10593;0.26;0.29;-0.69;-0.61;15;8106;-1005
10610;0.26;0.29;-0.69;-0.61;16;8103;-1014
10626;0.26;0.29;-0.69;-0.61;13;8108;-1013
10648;0.26;0.29;-0.69;-0.61;9;8108;-1013
10666;0.26;0.29;-0.69;-0.61;9;8109;-1017
10683;0.26;0.29;-0.69;-0.61;8;8109;-1014
10699;0.26;0.29;-0.69;-0.61;11;8107;-1007
10719;0.26;0.29;-0.69;-0.61;9;8108;-1005
10737;0.26;0.29;-0.69;-0.61;7;8107;-1007
10753;0.26;0.29;-0.69;-0.61;7;8107;-1006
10770;0.26;0.29;-0.69;-0.61;4;8109;-1009
10789;0.26;0.29;-0.69;-0.61;3;8108;-1009
10808;0.26;0.29;-0.69;-0.61;6;8105;-1011
10824;0.26;0.29;-0.69;-0.61;4;8103;-1015
10840;0.26;0.29;-0.69;-0.61;5;8104;-1013
10864;0.26;0.29;-0.69;-0.61;8;8103;-1006
10881;0.26;0.29;-0.69;-0.61;11;8103;-1010
10898;0.26;0.29;-0.69;-0.61;12;8101;-1010
10915;0.26;0.29;-0.69;-0.61;11;8104;-1015
10935;0.26;0.29;-0.69;-0.61;12;8102;-1012
10952;0.26;0.29;-0.69;-0.61;11;8102;-1013
10968;0.26;0.29;-0.69;-0.61;11;8103;-1012
10986;0.26;0.29;-0.69;-0.61;13;8107;-1016
11005;0.26;0.29;-0.69;-0.61;11;8106;-1017
11023;0.26;0.29;-0.69;-0.61;8;8103;-1014
11039;0.26;0.29;-0.69;-0.61;8;8100;-1015
11057;0.26;0.29;-0.69;-0.61;14;8101;-1013
11078;0.26;0.29;-0.69;-0.61;13;8105;-1014
11105;0.26;0.29;-0.69;-0.61;8;8114;-1021
11123;0.26;0.29;-0.69;-0.61;11;8113;-1016
11140;0.26;0.29;-0.69;-0.61;14;8110;-1009
11158;0.26;0.29;-0.69;-0.61;12;8107;-1007
11175;0.26;0.29;-0.69;-0.61;16;8102;-1010
11194;0.26;0.29;-0.69;-0.61;19;8099;-1012
11211;0.26;0.29;-0.69;-0.61;17;8101;-1014
11229;0.26;0.29;-0.69;-0.61;21;8101;-1018
11246;0.26;0.29;-0.69;-0.61;21;8100;-1024
11264;0.26;0.29;-0.69;-0.61;23;8104;-1026
11282;0.26;0.29;-0.69;-0.61;19;8107;-1020
11302;0.26;0.29;-0.69;-0.61;13;8108;-1012
11321;0.26;0.29;-0.69;-0.61;12;8107;-1015
11339;0.26;0.29;-0.69;-0.61;12;8106;-1017
11356;0.26;0.29;-0.69;-0.61;17;8105;-1014
11373;0.26;0.29;-0.69;-0.61;16;8101;-1018
11392;0.26;0.29;-0.69;-0.61;12;8105;-1013
11410;0.26;0.29;-0.69;-0.61;9;8108;-1008
11426;0.26;0.29;-0.69;-0.61;7;8107;-1004
11444;0.26;0.29;-0.69;-0.61;1;8106;-1010
11463;0.26;0.29;-0.69;-0.61;-3;8108;-1010
11480;0.26;0.29;-0.69;-0.61;6;8107;-1006
11497;0.26;0.29;-0.69;-0.61;6;8101;-1006
11519;0.26;0.29;-0.69;-0.61;3;8102;-1004
11538;0.26;0.29;-0.69;-0.61;10;8100;-1005
11554;0.26;0.29;-0.69;-0.61;14;8103;-1010
11571;0.26;0.29;-0.69;-0.61;16;8102;-1014
11590;0.26;0.29;-0.69;-0.61;8;8103;-1012
11608;0.26;0.29;-0.69;-0.61;10;8103;-1009
11625;0.26;0.29;-0.69;-0.61;6;8104;-1011
11641;0.26;0.29;-0.69;-0.61;12;8108;-1015
11665;0.26;0.30;-0.69;-0.61;10;8104;-1013
11684;0.26;0.30;-0.69;-0.61;3;8108;-1010
11701;0.26;0.30;-0.69;-0.61;3;8107;-1007
